"Plug_number","Dry.weight","Wet.weight_time0","tank","position","Reef","Species","Colony","Notes_fragging","Temperature","Buoyant_weight_t0","Date_t0","Notes_t0","Buoyant_weight_t0_additional","Date_t0_additional","Notes_t0_additional","Buoyant_weight_t1","Date_t1","Notes_t1","Buoyant_weight_t1_additional","Date_t_1_additional","Notes_t_1_additional","Buoyant_weight_t2","Date_t2","Notes_t2","Buoyant_weight_t2_additional","Date_t2_additional","Notes_t2_additional","Buoyant_weight_t3","Date_t3","Notes_t3","Buoyant_weight_t3_additional","Date_t_3_additional","Notes_t_3_additional","X","Buoyant_weight_t4","Date_t4","Notes_t4","Buoyant_weight_t4_additional","Date_t4_additional","Notes_t4_additional","Buoyant_weight_t5","Date_t5","Notes_t5"
144,19.874,NA,"30°C/1",1,"Kelso","Pocillopora verrucosa",8,"",30,27.3888,"6/05/2021",NA,NA,"","",27.8612,"19/05/2021","",NA,"","",NA,"","",NA,"","",28.389,"2/06/2021","",NA,"","",NA,"28.8368","15/06/2021","","29.3642","29/06/2021","",NA,"",NA
170,19.6489,NA,"30°C/1",2,"Kelso","Stylophora pistillata",7,"",30,22.9761,"6/05/2021",NA,NA,"","",23.2402,"19/05/2021","",NA,"","",NA,"","",NA,"","",23.3469,"2/06/2021","",NA,"","",NA,"23.341","15/06/2021","","23.3358","29/06/2021","",NA,"",NA
240,18.6065,NA,"30°C/1",3,"Kelso","Stylophora pistillata",5,"",30,26.4546,"6/05/2021",NA,NA,"","",26.6863,"19/05/2021","",NA,"","",NA,"","",NA,"","",26.9608,"2/06/2021","",NA,"","",NA,"27.0427","15/06/2021","","27.0794","29/06/2021","",NA,"",NA
336,20.3044,NA,"30°C/1",4,"Kelso","Acropora tenuis",4,"",30,15.1895,"6/05/2021",NA,NA,"","",15.5003,"19/05/2021","",NA,"","",NA,"","",NA,"","",15.6698,"2/06/2021","",NA,"","",NA,"15.6929","15/06/2021","","15.7002","21/06/2021","Sampled due to bleaching and algal growth",NA,"",NA
177,20.2314,NA,"30°C/1",5,"Kelso","Acropora hyacinthus",2,"",30,17.9762,"6/05/2021",NA,NA,"","",18.3134,"19/05/2021","",NA,"","",NA,"","",NA,"","",18.5337,"2/06/2021","",NA,"","",NA,"18.5873","15/06/2021","","18.5931","24/06/2021","Sampled due to bleaching and algal growth",NA,"",NA
190,18.9469,NA,"30°C/1",9,"Kelso","Stylophora pistillata",3,"",30,18.1744,"6/05/2021",NA,NA,"","",18.6203,"19/05/2021","",NA,"","",NA,"","",NA,"","",18.8831,"2/06/2021","",NA,"","",NA,"18.9185","15/06/2021","","18.9232","22/06/2021","Sampled due to bleaching and algal growth",NA,"",NA
304,19.4151,NA,"30°C/1",10,"Kelso","Acropora tenuis",11,"",30,16.3215,"6/05/2021",NA,NA,"","",16.5701,"19/05/2021","",NA,"","",NA,"","",NA,"","",16.7848,"2/06/2021","",NA,"","",NA,"16.8931","15/06/2021","","16.9108","29/06/2021","",NA,"",NA
155,19.0231,NA,"30°C/1",11,"Kelso","Pocillopora verrucosa",4,"",30,24.1403,"6/05/2021",NA,NA,"","",24.6853,"19/05/2021","",NA,"","",NA,"","",NA,"","",25.4447,"2/06/2021","",NA,"","",NA,"26.1353","15/06/2021","","26.65","29/06/2021","",NA,"",NA
215,17.621,NA,"30°C/1",12,"Kelso","Pocillopora verrucosa",12,"",30,30.6349,"6/05/2021",NA,NA,"","",31.0457,"19/05/2021","",NA,"","",NA,"","",NA,"","",31.5702,"2/06/2021","",NA,"","",NA,"32.2337","15/06/2021","","33.0105","29/06/2021","",NA,"",NA
356,19.1733,NA,"30°C/1",13,"Kelso","Acropora hyacinthus",5,"",30,19.3935,"6/05/2021",NA,NA,"","",19.9512,"19/05/2021","",NA,"","",NA,"","",NA,"","",20.5297,"2/06/2021","",NA,"","",NA,"20.8353","15/06/2021","","20.8631","29/06/2021","",NA,"",NA
38,20.4113,NA,"30°C/1",16,"Kelso","Acropora tenuis",5,"",30,17.1397,"6/05/2021",NA,NA,"","",17.4461,"19/05/2021","",NA,"","",NA,"","",NA,"","",17.5991,"2/06/2021","",NA,"","",NA,"17.6434","15/06/2021","","17.6602","29/06/2021","",NA,"",NA
280,19.3276,NA,"30°C/1",18,"Kelso","Acropora hyacinthus",1,"",30,17.3684,"6/05/2021",NA,NA,"","",17.7695,"19/05/2021","",NA,"","",NA,"","",NA,"","",17.7401,"2/06/2021","",NA,"","",NA,"17.7251","15/06/2021","","17.7226","17/06/2021","Sampled due to bleaching and algal growth",NA,"",NA
19,20.6452,NA,"30°C/2",1,"Kelso","Acropora hyacinthus",14,"",30,18.1098,"6/05/2021",NA,NA,"","",18.4291,"19/05/2021","",NA,"","",NA,"","",NA,"","",18.7177,"2/06/2021","",NA,"","",NA,"18.7701","16/06/2021","","18.7651","29/06/2021","",NA,"",NA
347,19.0935,NA,"30°C/2",2,"Kelso","Acropora tenuis",1,"",30,21.728,"6/05/2021",NA,NA,"","",21.9518,"19/05/2021","",NA,"","",NA,"","",NA,"","",22.0956,"2/06/2021","",NA,"","",NA,"22.0968","16/06/2021","","22.0532","21/06/2021","Sampled due to bleaching and algal growth",NA,"",NA
225,18.7528,NA,"30°C/2",3,"Kelso","Pocillopora verrucosa",9,"",30,18.4171,"6/05/2021",NA,NA,"","",18.7114,"19/05/2021","",NA,"","",NA,"","",NA,"","",19.047,"2/06/2021","",NA,"","",NA,"19.4007","16/06/2021","","19.773","29/06/2021","",NA,"",NA
263,19.8767,NA,"30°C/2",5,"Kelso","Acropora hyacinthus",15,"",30,18.1015,"6/05/2021",NA,NA,"","",18.3409,"19/05/2021","",NA,"","",NA,"","",NA,"","",18.4736,"2/06/2021","",NA,"","",NA,"18.4799","16/06/2021","","18.4732","29/06/2021","Overgrown with algae",NA,"",NA
367,19.4551,NA,"30°C/2",6,"Kelso","Stylophora pistillata",4,"",30,17.095,"6/05/2021",NA,NA,"","",17.6687,"19/05/2021","",NA,"","",NA,"","",NA,"","",17.9228,"2/06/2021","",NA,"","",NA,"17.9467","16/06/2021","","17.938","29/06/2021","",NA,"",NA
118,19.8932,NA,"30°C/2",7,"Kelso","Stylophora pistillata",2,"",30,23.7984,"6/05/2021",NA,NA,"","",24.1723,"19/05/2021","",NA,"","",NA,"","",NA,"","",24.545,"2/06/2021","",NA,"","",NA,"24.6431","16/06/2021","","24.6831","29/06/2021","",NA,"",NA
52,19.2329,NA,"30°C/2",11,"Kelso","Pocillopora verrucosa",6,"",30,24.2109,"6/05/2021",NA,NA,"","",24.5521,"19/05/2021","",NA,"","",NA,"","",NA,"","",25.1892,"2/06/2021","",NA,"","",NA,"25.9711","16/06/2021","","26.6306","29/06/2021","",NA,"",NA
596,19.3116,NA,"30°C/2",12,"Kelso","Acropora tenuis",2,"",30,13.817,"6/05/2021",NA,NA,"","",14.1468,"19/05/2021","",NA,"","",NA,"","",NA,"","",14.4503,"2/06/2021","",NA,"","",NA,"14.5816","16/06/2021","","14.6625","29/06/2021","",NA,"",NA
315,19.5256,NA,"30°C/2",14,"Kelso","Acropora hyacinthus",6,"",30,20.6498,"6/05/2021",NA,NA,"","",21.251,"19/05/2021","",NA,"","",NA,"","",NA,"","",21.7511,"2/06/2021","",NA,"","",NA,"21.8539","16/06/2021","","21.8503","29/06/2021","Overgrown with algae",NA,"",NA
102,20.6377,NA,"30°C/2",16,"Kelso","Acropora tenuis",6,"",30,16.38,"6/05/2021",NA,NA,"","",16.7181,"19/05/2021","",NA,"","",NA,"","",NA,"","",16.979,"2/06/2021","",NA,"","",NA,"17.0745","16/06/2021","","17.1271","29/06/2021","",NA,"",NA
626,18.3689,NA,"30°C/2",17,"Kelso","Stylophora pistillata",1,"",30,17.2946,"6/05/2021",NA,NA,"","",17.4827,"19/05/2021","",NA,"","",NA,"","",NA,"","",17.7304,"2/06/2021","",NA,"","",NA,"17.8875","16/06/2021","","17.916","29/06/2021","",NA,"",NA
90,20.1783,NA,"30°C/2",18,"Kelso","Pocillopora verrucosa",5,"",30,25.9241,"6/05/2021",NA,NA,"","",26.2506,"19/05/2021","",NA,"","",NA,"","",NA,"","",26.6031,"2/06/2021","",NA,"","",NA,"26.8314","16/06/2021","","27.0456","29/06/2021","",NA,"",NA
129,20.3196,NA,"30°C/3",1,"Kelso","Acropora hyacinthus",7,"",30,20.299,"6/05/2021",NA,NA,"","",20.6305,"19/05/2021","",NA,"","",NA,"","",NA,"","",20.904,"2/06/2021","",NA,"","",NA,"20.9719","16/06/2021","","20.9699","29/06/2021","Overgrown with algae",NA,"",NA
292,19.3488,NA,"30°C/3",3,"Kelso","Stylophora pistillata",13,"",30,17.1985,"6/05/2021",NA,NA,"","",17.3041,"19/05/2021","",NA,"","",NA,"","",NA,"","",17.347,"2/06/2021","",NA,"","",NA,"17.3713","16/06/2021","","17.3946","29/06/2021","",NA,"",NA
41,18.9758,NA,"30°C/3",4,"Kelso","Acropora hyacinthus",11,"",30,18.5099,"6/05/2021",NA,NA,"","",18.9563,"19/05/2021","",NA,"","",NA,"","",NA,"","",19.162,"2/06/2021","",NA,"","",NA,"19.2539","16/06/2021","","19.2471","29/06/2021","Overgrown with algae",NA,"",NA
28,19.4812,NA,"30°C/3",6,"Kelso","Stylophora pistillata",8,"",30,29.9148,"6/05/2021",NA,NA,"","",30.4701,"19/05/2021","",NA,"","",NA,"","",NA,"","",30.5851,"2/06/2021","",NA,"","",NA,"30.5692","16/06/2021","","30.568","29/06/2021","",NA,"",NA
208,18.9115,NA,"30°C/3",7,"Kelso","Acropora tenuis",7,"",30,16.2628,"6/05/2021",NA,NA,"","",16.8475,"19/05/2021","",NA,"","",NA,"","",NA,"","",17.0999,"2/06/2021","",17.1204,"8/06/2021","Sampled due to tissue necrosis on tips",NA,"","","","","29/06/2021","",NA,"",NA
199,19.9091,NA,"30°C/3",8,"Kelso","Acropora hyacinthus",10,"",30,19.7132,"6/05/2021",NA,NA,"","",19.5838,"19/05/2021","",NA,"","",NA,"","",NA,"","",19.7563,"2/06/2021","",NA,"","",NA,"19.8056","16/06/2021","","19.7794","29/06/2021","Overgrown with algae",NA,"",NA
568,19.424,NA,"30°C/3",9,"Kelso","Acropora tenuis",8,"",30,14.2889,"6/05/2021",NA,NA,"","",14.5093,"19/05/2021","",NA,"","",NA,"","",NA,"","",14.6232,"2/06/2021","",NA,"","",NA,"14.6291","16/06/2021","","14.6451","29/06/2021","Overgrown with algae",NA,"",NA
63,19.6742,NA,"30°C/3",11,"Kelso","Acropora tenuis",13,"",30,15.5003,"6/05/2021",NA,NA,"","",15.1917,"19/05/2021","No obvious loss of branches, white tips but darker colour in the rest of the fragment",NA,"","",NA,"","",NA,"","",15.1892,"2/06/2021","",NA,"","",NA,"15.1662","16/06/2021","Sampled due to bleaching and algae growth ",NA,"29/06/2021","",NA,"",NA
329,18.529,NA,"30°C/3",12,"Kelso","Stylophora pistillata",9,"",30,20.3928,"6/05/2021",NA,NA,"","",21.1108,"19/05/2021","",NA,"","",NA,"","",NA,"","",21.5593,"2/06/2021","",NA,"","",NA,"21.6807","16/06/2021","","21.7297","29/06/2021","",NA,"",NA
93,19.2573,NA,"30°C/3",15,"Kelso","Pocillopora verrucosa",13,"",30,26.7006,"6/05/2021",NA,NA,"","",27.5782,"19/05/2021","",NA,"","",NA,"","",NA,"","",28.6371,"2/06/2021","",NA,"","",NA,"29.1779","16/06/2021","","29.4816","29/06/2021","",NA,"",NA
7,20.3688,NA,"30°C/3",17,"Kelso","Pocillopora verrucosa",11,"",30,20.9757,"6/05/2021",NA,NA,"","",21.6707,"19/05/2021","",NA,"","",NA,"","",NA,"","",22.5721,"2/06/2021","",NA,"","",NA,"23.2007","16/06/2021","","23.6357","29/06/2021","",NA,"",NA
285,19.3394,NA,"30°C/3",18,"Kelso","Pocillopora verrucosa",10,"",30,27.6499,"6/05/2021",NA,NA,"","",28.2667,"19/05/2021","",NA,"","",NA,"","",NA,"","",29.2379,"2/06/2021","",NA,"","",NA,"30.077","16/06/2021","","30.419","29/06/2021","",NA,"",NA
361,18.5854,NA,"31°C/1",1,"Kelso","Stylophora pistillata",4,"",31,16.4597,"11/05/2021",NA,NA,"","",16.5222,"18/05/2021","",16.5341,"20/05/2021","Sampled because it was white with some algae",NA,"25/05/2021","",NA,"","",NA,"8/06/2021","",NA,"","",NA,NA,"23/06/2021","",NA,"6/07/2021","",NA,"",NA
187,19.4252,NA,"31°C/1",3,"Kelso","Stylophora pistillata",3,"",31,23.5681,"11/05/2021",NA,NA,"","",23.6283,"18/05/2021","",23.6456,"20/05/2021","Sampled because it was white with some algae",NA,"25/05/2021","",NA,"","",NA,"8/06/2021","",NA,"","",NA,NA,"23/06/2021","",NA,"6/07/2021","",NA,"",NA
310,19.3008,NA,"31°C/1",4,"Kelso","Acropora tenuis",11,"",31,15.9477,"11/05/2021",NA,NA,"","",16.07,"18/05/2021","",16.1219,"24/05/2021","Sampled because it was dead/dying",NA,"25/05/2021","",NA,"","",NA,"8/06/2021","",NA,"","",NA,NA,"23/06/2021","",NA,"6/07/2021","",NA,"",NA
269,19.8192,NA,"31°C/1",5,"Kelso","Acropora hyacinthus",15,"",31,16.052,"11/05/2021",NA,NA,"","",16.1575,"18/05/2021","",NA,"","",16.1996,"25/05/2021","",16.2011,"31/05/2021","Not sampled, weighted to match photogrammetry",16.1909,"7/06/2021","Sampled due to bleaching and tissue necrosis",NA,"","",NA,NA,"23/06/2021","",NA,"6/07/2021","",NA,"",NA
594,19.1121,NA,"31°C/1",6,"Kelso","Acropora tenuis",2,"",31,14.9554,"11/05/2021",NA,NA,"","",15.0948,"18/05/2021","",NA,"","",15.1506,"25/05/2021","",15.1548,"31/05/2021","Not sampled, weighted to match photogrammetry",15.1787,"8/06/2021","",15.1765,"11/06/2021","Sampled due to bleaching and tissue loss",NA,NA,"23/06/2021","",NA,"6/07/2021","",NA,"",NA
200,19.7853,NA,"31°C/1",7,"Kelso","Acropora hyacinthus",10,"",31,21.6568,"11/05/2021",NA,NA,"","",21.7332,"18/05/2021","",NA,"","",21.7766,"25/05/2021","",21.769,"26/05/2021","Sampled on 26/05/21 because it was completely white",NA,"8/06/2021","",NA,"","",NA,NA,"23/06/2021","",NA,"6/07/2021","",NA,"",NA
317,19.3176,NA,"31°C/1",9,"Kelso","Acropora hyacinthus",6,"",31,19.6224,"11/05/2021",NA,NA,"","",19.8091,"18/05/2021","",19.8705,"24/05/2021","Sampled because it was dead/dying",NA,"25/05/2021","",NA,"","",NA,"8/06/2021","",NA,"","",NA,NA,"23/06/2021","",NA,"6/07/2021","",NA,"",NA
4,19.1534,NA,"31°C/1",12,"Kelso","Pocillopora verrucosa",11,"",31,16.1567,"11/05/2021",NA,NA,"","",16.3509,"18/05/2021","",NA,"","",16.5831,"25/05/2021","",NA,"","",16.867,"8/06/2021","",NA,"","",NA,"16.9136","23/06/2021","","16.9368","6/07/2021","",NA,"",NA
109,20.3407,NA,"31°C/1",13,"Kelso","Acropora tenuis",6,"",31,17.1138,"11/05/2021",NA,NA,"","",17.2859,"18/05/2021","",NA,"","",17.3557,"25/05/2021","",17.3545,"31/05/2021","Not sampled, weighted to match photogrammetry",17.3604,"8/06/2021","",NA,"","",NA,"17.3618","23/06/2021","","17.3617","24/06/2021","Sampled due to bleaching and algal loss",NA,"",NA
58,20.2863,NA,"31°C/1",14,"Kelso","Pocillopora verrucosa",6,"",31,23.6059,"11/05/2021",NA,NA,"","",23.7896,"18/05/2021","",NA,"","",23.9939,"25/05/2021","",NA,"","",24.2304,"8/06/2021","",NA,"","",NA,"24.2886","23/06/2021","","24.3077","6/07/2021","",NA,"",NA
142,19.4022,NA,"31°C/1",15,"Kelso","Pocillopora verrucosa",8,"",31,26.5656,"11/05/2021",NA,NA,"","",26.7025,"18/05/2021","",NA,"","",26.8366,"25/05/2021","",NA,"","",26.946,"8/06/2021","",NA,"","",NA,"26.9108","23/06/2021","","27.0286","6/07/2021","",NA,"",NA
629,19.1249,NA,"31°C/1",16,"Kelso","Stylophora pistillata",1,"",31,17.9562,"11/05/2021",NA,NA,"","",18.0022,"18/05/2021","",18.019,"20/05/2021","Sampled because it was white",NA,"25/05/2021","",NA,"","",NA,"8/06/2021","",NA,"","",NA,NA,"23/06/2021","",NA,"6/07/2021","",NA,"",NA
126,18.7409,NA,"31°C/2",1,"Kelso","Acropora hyacinthus",7,"",31,19.1278,"11/05/2021",NA,NA,"","",19.2107,"18/05/2021","",NA,"","",19.2298,"25/05/2021","",19.1452,"28/05/2021","Sampled due to bleaching and algal growth",NA,"8/06/2021","",NA,"","",NA,NA,"23/06/2021","",NA,"6/07/2021","",NA,"",NA
83,18.6483,NA,"31°C/2",2,"Kelso","Pocillopora verrucosa",5,"",31,22.3809,"11/05/2021",NA,NA,"","",22.5115,"18/05/2021","",NA,"","",22.6483,"25/05/2021","",NA,"","",22.7365,"8/06/2021","",NA,"","",NA,"22.7522","23/06/2021","","22.7589","6/07/2021","",NA,"",NA
563,18.9111,NA,"31°C/2",3,"Kelso","Acropora tenuis",8,"",31,14.1147,"11/05/2021",NA,NA,"","",14.1982,"18/05/2021","",NA,"","",14.2294,"25/05/2021","",14.2342,"31/05/2021","Not sampled, weighted to match photogrammetry",14.2181,"3/06/2021","Sampled due to bleaching and algal growth",NA,"","",NA,NA,"23/06/2021","",NA,"6/07/2021","",NA,"",NA
25,18.2168,NA,"31°C/2",4,"Kelso","Acropora hyacinthus",14,"",31,16.831,"11/05/2021",NA,NA,"","",16.9485,"18/05/2021","",NA,"","",16.9787,"25/05/2021","",16.9728,"31/05/2021","Not sampled, weighted to match photogrammetry",16.9602,"8/06/2021","",16.9602,"9/06/2021","sampled due to bleaching and tissue loss",NA,NA,"23/06/2021","",NA,"6/07/2021","",NA,"",NA
350,18.8462,NA,"31°C/2",5,"Kelso","Acropora tenuis",1,"",31,15.5871,"11/05/2021",NA,NA,"","",15.6371,"18/05/2021","",15.658,"24/05/2021","Sampled because it was dead/dying",NA,"25/05/2021","",NA,"","",NA,"8/06/2021","",NA,"","",NA,NA,"23/06/2021","",NA,"6/07/2021","",NA,"",NA
111,19.7339,NA,"31°C/2",7,"Kelso","Stylophora pistillata",2,"",31,20.7019,"11/05/2021",NA,NA,"","",20.7487,"18/05/2021","",20.7567,"20/05/2021","Sampled because it was dead/dying",NA,"25/05/2021","",NA,"","",NA,"8/06/2021","",NA,"","",NA,NA,"23/06/2021","",NA,"6/07/2021","",NA,"",NA
39,18.9413,NA,"31°C/2",8,"Kelso","Stylophora pistillata",8,"",31,25.6042,"11/05/2021",NA,NA,"","",25.6697,"18/05/2021","Sampled on 18/05/21 because it was dead/dying",NA,"","",NA,"25/05/2021","",NA,"","",NA,"8/06/2021","",NA,"","",NA,NA,"23/06/2021","",NA,"6/07/2021","",NA,"",NA
333,19.6218,NA,"31°C/2",9,"Kelso","Acropora tenuis",4,"",31,15.0591,"11/05/2021",NA,NA,"","",15.163,"18/05/2021","",15.1764,"24/05/2021","Sampled because it was dead/dying",NA,"25/05/2021","",NA,"","",NA,"8/06/2021","",NA,"","",NA,NA,"23/06/2021","",NA,"6/07/2021","",NA,"",NA
357,19.3109,NA,"31°C/2",11,"Kelso","Acropora hyacinthus",5,"",31,20.7226,"11/05/2021",NA,NA,"","",20.9413,"18/05/2021","",NA,"","",21.0174,"25/05/2021","Sampled on 25/05/21 because it was completely white",NA,"","",NA,"8/06/2021","",NA,"","",NA,NA,"23/06/2021","",NA,"6/07/2021","",NA,"",NA
327,18.8224,NA,"31°C/2",12,"Kelso","Stylophora pistillata",9,"",31,24.298,"11/05/2021",NA,NA,"","",24.4034,"18/05/2021","Sampled on 18/05/21 because it was dead/dying",NA,"","",NA,"25/05/2021","",NA,"","",NA,"8/06/2021","",NA,"","",NA,NA,"23/06/2021","",NA,"6/07/2021","",NA,"",NA
220,18.6062,NA,"31°C/2",14,"Kelso","Pocillopora verrucosa",12,"",31,24.0304,"11/05/2021",NA,NA,"","",24.1664,"18/05/2021","",NA,"","",24.2626,"25/05/2021","",NA,"","",24.3578,"8/06/2021","",NA,"","",NA,"24.3837","23/06/2021","","24.4158","6/07/2021","",NA,"",NA
222,19.071,NA,"31°C/2",16,"Kelso","Pocillopora verrucosa",9,"",31,20.5296,"11/05/2021",NA,NA,"","",20.6487,"18/05/2021","",NA,"","",20.7791,"25/05/2021","",NA,"","",21.0179,"8/06/2021","",NA,"","",NA,"21.1068","23/06/2021","","21.1394","6/07/2021","",NA,"",NA
278,19.4843,NA,"31°C/3",1,"Kelso","Acropora hyacinthus",1,"",31,16.4192,"11/05/2021",NA,NA,"","",19.4113,"18/05/2021","Sampled on 19/05/21 because it was dying. The weight just before sampling was 19.4083 and it had a bit of algae. Better to take the previous measurement",NA,"","",NA,"25/05/2021","",NA,"","",NA,"8/06/2021","",NA,"","",NA,NA,"23/06/2021","",NA,"6/07/2021","",NA,"",NA
161,19.295,NA,"31°C/3",3,"Kelso","Stylophora pistillata",7,"",31,27.0721,"11/05/2021",NA,NA,"","",27.1152,"18/05/2021","Sampled on 18/05/21 because it was dead/dying",NA,"","",NA,"25/05/2021","",NA,"","",NA,"8/06/2021","",NA,"","",NA,NA,"23/06/2021","",NA,"6/07/2021","",NA,"",NA
283,18.8693,NA,"31°C/3",4,"Kelso","Pocillopora verrucosa",10,"",31,28.1255,"11/05/2021",NA,NA,"","",28.2714,"18/05/2021","",NA,"","",28.4172,"25/05/2021","",NA,"","",28.6195,"8/06/2021","",NA,"","",NA,"28.6962","23/06/2021","","28.737","6/07/2021","",NA,"",NA
67,18.7658,NA,"31°C/3",5,"Kelso","Acropora tenuis",13,"",31,14.8422,"11/05/2021",NA,NA,"","",14.8839,"18/05/2021","",14.2617,"24/05/2021","Sampled because it was dead/dying",NA,"25/05/2021","",NA,"","",NA,"8/06/2021","",NA,"","",NA,NA,"23/06/2021","",NA,"6/07/2021","",NA,"",NA
297,18.3131,NA,"31°C/3",6,"Kelso","Stylophora pistillata",13,"",31,17.1412,"11/05/2021",NA,NA,"","",17.1796,"18/05/2021","",17.1831,"21/05/2021","Sampled because it was dying and was unlikely to make it through the weekend",NA,"25/05/2021","",NA,"","",NA,"8/06/2021","",NA,"","",NA,NA,"23/06/2021","",NA,"6/07/2021","",NA,"",NA
95,20.4749,NA,"31°C/3",7,"Kelso","Pocillopora verrucosa",13,"",31,30.0875,"11/05/2021",NA,NA,"","",30.5074,"18/05/2021","",NA,"","",30.9225,"25/05/2021","",NA,"","",31.6232,"8/06/2021","",NA,"","",NA,"31.8145","23/06/2021","","31.8597","6/07/2021","",NA,"",NA
176,18.951,NA,"31°C/3",9,"Kelso","Acropora hyacinthus",2,"",31,18.9245,"11/05/2021",NA,NA,"","",19.0648,"18/05/2021","",19.0686,"21/05/2021","Sampled because it was white and was unlikely to make it throught the weekend",NA,"25/05/2021","",NA,"","",NA,"8/06/2021","",NA,"","",NA,NA,"23/06/2021","",NA,"6/07/2021","",NA,"",NA
156,17.8462,NA,"31°C/3",13,"Kelso","Pocillopora verrucosa",4,"",31,22.9382,"11/05/2021",NA,NA,"","",23.1208,"18/05/2021","",NA,"","",23.2932,"25/05/2021","",NA,"","",23.493,"8/06/2021","",NA,"","",NA,"23.5305","23/06/2021","","23.5371","6/07/2021","",NA,"",NA
49,18.7507,NA,"31°C/3",14,"Kelso","Acropora hyacinthus",11,"",31,17.0706,"11/05/2021",NA,NA,"","",17.2864,"18/05/2021","",NA,"","",17.3609,"25/05/2021","",17.3608,"31/05/2021","Not sampled, weighted to match photogrammetry",17.3403,"4/06/2021","Sampled due to bleaching and algal growth",NA,"","",NA,NA,"23/06/2021","",NA,"6/07/2021","",NA,"",NA
209,17.9918,NA,"31°C/3",16,"Kelso","Acropora tenuis",7,"",31,15.2263,"11/05/2021",NA,NA,"","",15.4841,"18/05/2021","",NA,"","",15.5941,"25/05/2021","",15.6071,"31/05/2021","Not sampled, weighted to match photogrammetry",15.5615,"8/06/2021","",15.5776,"11/06/2021","Sampled due to bleaching and tissue loss",NA,NA,"23/06/2021","",NA,"6/07/2021","",NA,"",NA
17,19.3392,NA,"31°C/3",17,"Kelso","Acropora tenuis",5,"",31,14.3068,"11/05/2021",NA,NA,"","",14.353,"18/05/2021","",NA,"","",14.3816,"25/05/2021","",14.3832,"31/05/2021","Not sampled, weighted to match photogrammetry",14.3677,"7/06/2021","Sampled due to bleaching and algal growth",NA,"","",NA,NA,"23/06/2021","",NA,"6/07/2021","",NA,"",NA
231,19.7421,NA,"31°C/3",18,"Kelso","Stylophora pistillata",5,"",31,27.1183,"11/05/2021",NA,NA,"","",27.1586,"18/05/2021","",27.1741,"20/05/2021","Sampled because it was white with a patch of algae",NA,"25/05/2021","",NA,"","",NA,"8/06/2021","",NA,"","",NA,NA,"23/06/2021","",NA,"6/07/2021","",NA,"",NA
